"cat_no","context","figure_num","gender","qualifier","n_descriptors","n_in_dict","coverage_pct","dirmean_Warmth","dirmean_Competence","dirmean_Sociability","dirmean_Morality","dirmean_Ability","dirmean_Assertiveness","dirmean_Status","dirmean_Beliefs","dirmean_health","dirmean_deviance","dirmean_beauty","dirmean_Politics","dirmean_Religion","n_dirmean_Warmth","n_dirmean_Competence","n_dirmean_Sociability","n_dirmean_Morality","n_dirmean_Ability","n_dirmean_Assertiveness","n_dirmean_Status","n_dirmean_Beliefs","n_dirmean_health","n_dirmean_deviance","n_dirmean_beauty","n_dirmean_Politics","n_dirmean_Religion","asymmetry"
"P002719","religious",3,"Female","",17,9,52.9411764705882,0,-1,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,2,0,0,0,0,0,0,0,1
"P002719","religious",4,"Female","",20,12,60,0.5,1,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,2,3,2,1,2,1,3,0,0,0,0,0,0,-0.5
"P002719","religious",5,"Female","",16,13,81.25,0.833333333333333,0.833333333333333,1,0.666666666666667,0.833333333333333,NA,1,NA,NA,NA,NA,NA,NA,6,3,4,3,3,0,1,0,0,0,0,0,0,0
"P002721","religious",1,"Female","",28,17,60.7142857142857,0.5,0.583333333333333,0.6,0,0.875,-1,0.5,1,NA,NA,NA,NA,1,6,6,5,1,4,2,3,2,0,0,0,0,2,-0.0833333333333334
"P002722","religious",1,"Female","",34,20,58.8235294117647,0.833333333333333,0.833333333333333,1,0.5,0.75,1,0.8,1,NA,NA,NA,NA,1,6,3,4,2,2,1,5,1,0,0,0,0,1,0
"P002722","religious",2,"Male","",25,10,40,1,0.5,NA,1,1,-0.333333333333333,0,1,NA,NA,NA,NA,1,1,4,0,1,1,3,1,1,0,0,0,0,1,0.5
"P002722","religious",3,"Female","",25,15,60,0.571428571428571,0.833333333333333,0.333333333333333,0.75,0.75,1,0.666666666666667,1,NA,NA,NA,NA,1,7,3,3,4,2,1,3,2,0,0,0,0,2,-0.261904761904762
"P002722","religious",4,"Male","",19,14,73.6842105263158,0.5,-0.25,1,0.4,0.166666666666667,-0.666666666666667,NA,1,NA,NA,NA,NA,1,6,6,1,5,3,3,0,1,0,0,0,0,1,0.75
"P002722","religious",5,"Female","",34,21,61.7647058823529,0.833333333333333,0.833333333333333,1,0.5,0.75,1,0.8,1,NA,NA,NA,NA,1,6,3,4,2,2,1,5,1,0,0,0,0,1,0
"P002723","religious",1,"Male","",66,40,60.6060606060606,0.555555555555556,0.678571428571429,0.625,0,0.928571428571429,0.142857142857143,1,1,NA,NA,NA,NA,1,9,14,8,1,7,7,8,2,0,0,0,0,2,-0.123015873015873
"P002724","religious",1,"Female","",33,16,48.4848484848485,0,1,0.333333333333333,-1,1,1,1,0,NA,NA,NA,NA,NA,4,5,3,1,2,3,3,1,0,0,0,0,0,-1
"P002724","religious",2,"Female","",25,12,48,NA,0.5,NA,NA,1,0.25,1,NA,NA,NA,NA,NA,NA,0,6,0,0,3,4,1,0,0,0,0,0,0,NA
"P002724","religious",3,"Female","",23,11,47.8260869565217,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,0,0,0,0,0,0,0
"P002724","religious",4,"Female","",21,9,42.8571428571429,0,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,3,1,0,3,0,1,0,0,0,0,0,0,-1
"P002724","religious",5,"Female","",19,11,57.8947368421053,0.75,1,0.666666666666667,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,2,3,1,2,0,2,0,0,0,0,0,0,-0.25
"P002725","religious",1,"Female","",23,15,65.2173913043478,0.571428571428571,1,0.833333333333333,0,1,1,1,NA,NA,NA,NA,NA,NA,7,3,6,2,2,2,1,0,0,0,0,0,0,-0.428571428571429
"P002725","religious",2,"Male","",17,9,52.9411764705882,0.666666666666667,-1,0.5,1,NA,-1,1,NA,NA,NA,NA,NA,NA,3,3,2,2,0,3,1,0,0,0,0,0,0,1.66666666666667
"P002726","secular",1,"Male","",23,15,65.2173913043478,0.2,0.875,0,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,5,4,3,2,2,2,5,0,0,0,0,0,0,-0.675
"P002726","secular",2,"Female","",22,14,63.6363636363636,0.8,0.125,1,0,0.75,-0.5,1,NA,NA,NA,NA,NA,NA,5,4,4,1,2,2,1,0,0,0,0,0,0,0.675
"P002726","secular",3,"Male","",18,11,61.1111111111111,0,0.916666666666667,NA,0,0.75,1,1,NA,NA,NA,NA,NA,NA,1,6,0,1,2,4,4,0,0,0,0,0,0,-0.916666666666667
"P002726","secular",4,"Female","",21,15,71.4285714285714,0.75,0.3125,NA,0.75,0.875,0,NA,0.666666666666667,NA,NA,NA,0,0.5,4,8,0,4,4,5,0,3,0,0,0,1,2,0.4375
"P002726","secular",5,"Male","",23,11,47.8260869565217,0.5,0.928571428571429,1,0,0.875,1,1,NA,-1,NA,NA,NA,NA,2,7,1,1,4,4,1,0,1,0,0,0,0,-0.428571428571429
"P002727","secular",1,"Male","",23,14,60.8695652173913,0.666666666666667,0.928571428571429,1,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,3,7,1,2,4,3,5,0,0,0,0,0,0,-0.261904761904762
"P002727","secular",2,"Female","",24,12,50,0.666666666666667,0.125,1,0.5,0.75,-0.5,0.333333333333333,NA,NA,NA,NA,NA,NA,3,4,1,2,2,2,3,0,0,0,0,0,0,0.541666666666667
"P002727","secular",3,"Male","",27,17,62.962962962963,0.5,0.916666666666667,1,0,0.9,1,1,0.5,NA,NA,NA,0,1,2,6,1,1,5,1,4,2,0,0,0,1,1,-0.416666666666667
"P002727","secular",4,"Female","",27,17,62.962962962963,0.5,0.1,0.666666666666667,0,0.375,-1,0,0,NA,NA,NA,0,NA,4,5,3,1,4,1,2,1,0,0,0,1,0,0.4
"P002727","secular",5,"Male","",22,13,59.0909090909091,-0.333333333333333,0.8125,0,-0.5,0.9,0.75,1,NA,NA,NA,NA,NA,NA,3,8,1,2,5,4,1,0,0,0,0,0,0,-1.14583333333333
"P002729","religious",1,"Female","",25,13,52,0.6,1,0.6,NA,1,1,1,-0.5,NA,-1,NA,-0.5,NA,5,2,5,0,1,1,2,1,0,1,0,1,0,-0.4
"P002729","religious",2,"Unknown","Child",23,14,60.8695652173913,0.5,0.416666666666667,0.5,0.5,0.833333333333333,0,1,NA,NA,NA,NA,NA,NA,4,6,2,2,3,3,1,0,0,0,0,0,0,0.0833333333333333
"P002731","secular",1,"Male","",16,8,50,-1,0.777777777777778,-1,NA,1,0.666666666666667,0.777777777777778,NA,NA,NA,NA,NA,NA,1,3,1,0,1,2,3,0,0,0,0,0,0,-1.77777777777778
"P002731","secular",2,"Male","",18,14,77.7777777777778,-0.333333333333333,1,0,-1,1,1,1,0,NA,NA,NA,0,NA,3,4,2,1,2,2,1,1,0,0,0,1,0,-1.33333333333333
"P002731","secular",3,"Female","",14,7,50,0,-0.125,0,0,0.75,-0.333333333333333,NA,-0.5,NA,-1,NA,-0.5,NA,2,4,1,1,2,3,0,1,0,1,0,1,0,0.125
"P002731","secular",4,"Female","",17,11,64.7058823529412,0,-1,0,NA,NA,-1,-1,0,NA,NA,NA,0,NA,1,1,1,0,0,1,1,1,0,0,0,1,0,1
"P002731","secular",5,"Female","",20,9,45,0,0.375,0,0,0.5,0.333333333333333,NA,-0.25,NA,-1,NA,-0.25,NA,2,4,1,1,1,3,0,2,0,1,0,2,0,-0.375
"P002732","secular",1,"Male","",28,13,46.4285714285714,-1,1,-1,NA,1,1,0.833333333333333,NA,NA,NA,NA,NA,NA,1,5,1,0,2,4,3,0,0,0,0,0,0,-2
"P002732","secular",2,"Male","",24,13,54.1666666666667,0.75,0.5,1,0,0.833333333333333,0,NA,NA,-1,NA,NA,NA,NA,4,5,3,1,3,2,0,0,1,0,0,0,0,0.25
"P002733","secular",1,"Female","",29,21,72.4137931034483,0.5,0.772727272727273,0.6,0,0.875,0.714285714285714,1,NA,NA,NA,NA,NA,NA,6,11,5,1,4,7,3,0,0,0,0,0,0,-0.272727272727273
"P002733","secular",2,"Female","",22,12,54.5454545454545,0.666666666666667,0.375,1,0,0.75,0,1,NA,NA,NA,NA,NA,NA,3,4,2,1,2,2,1,0,0,0,0,0,0,0.291666666666667
"P002733","secular",3,"Male","",26,14,53.8461538461538,0.666666666666667,0.833333333333333,1,0.5,0.833333333333333,NA,0.5,NA,NA,-1,NA,NA,NA,3,3,1,2,3,0,2,0,0,1,0,0,0,-0.166666666666667
"P002733","secular",4,"Female","",24,10,41.6666666666667,-0.333333333333333,0,0,-1,1,-0.333333333333333,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,1,3,0,0,0,0,0,0,0,-0.333333333333333
"P002733","secular",5,"Male","",24,11,45.8333333333333,-0.333333333333333,0.5,0,-0.5,0.75,0,NA,0,NA,NA,NA,0,NA,3,3,1,2,2,1,0,1,0,0,0,1,0,-0.833333333333333
"P002734","religious",1,"Female","",21,11,52.3809523809524,0.5,0.9,1,0,0.75,1,1,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,3,0,0,0,0,0,0,-0.4
"P002734","religious",2,"Male","",17,11,64.7058823529412,0.666666666666667,0.1,1,0.5,0.833333333333333,-1,0,NA,NA,NA,NA,NA,NA,3,5,1,2,3,2,2,0,0,0,0,0,0,0.566666666666667
"P002734","religious",3,"Female","",23,11,47.8260869565217,0.5,0.5,0.666666666666667,0,0.75,0,1,1,NA,NA,NA,NA,1,4,3,3,1,2,1,1,1,0,0,0,0,1,0
"P002734","religious",4,"Male","",19,8,42.1052631578947,0.75,0.375,1,0,0.75,0,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,2,2,0,0,0,0,0,0,0,0.375
"P002734","religious",5,"Female","",18,10,55.5555555555556,0.25,0.75,0,0.5,0.75,NA,1,NA,NA,NA,NA,NA,NA,4,2,2,2,2,0,1,0,0,0,0,0,0,-0.5
"P002735","religious",1,"Male","",28,14,50,-0.5,1,-0.5,NA,1,1,1,1,NA,NA,NA,NA,1,2,6,2,0,2,5,3,1,0,0,0,0,1,-1.5
"P002735","religious",2,"Male","",27,12,44.4444444444444,0,-0.2,0,NA,1,-1,1,-1,NA,NA,NA,-1,NA,2,5,2,0,2,3,1,1,0,0,0,1,0,0.2
"P002735","religious",3,"Female","",28,10,35.7142857142857,0,0.375,0,0,0.75,0,1,NA,NA,NA,NA,NA,NA,2,4,1,1,2,2,1,0,0,0,0,0,0,-0.375
"P002735","religious",4,"Male","",28,13,46.4285714285714,0,0.833333333333333,0,0,0.833333333333333,NA,1,NA,1,NA,NA,NA,NA,5,3,3,2,3,0,1,0,1,0,0,0,0,-0.833333333333333
"P002735","religious",5,"Female","",24,11,45.8333333333333,0.5,0.875,0.5,0.5,0.75,1,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,0,0,0,0,0,0,0,-0.375
"P002736","religious",1,"Male","",27,15,55.5555555555556,0.666666666666667,0.916666666666667,1,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,3,6,1,2,3,3,3,0,0,0,0,0,0,-0.25
"P002736","religious",2,"Female","",25,12,48,0.5,0.75,0.5,NA,1,0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,4,2,0,2,3,1,0,0,0,0,0,0,-0.25
"P002736","religious",3,"Male","",22,10,45.4545454545455,0.5,0.833333333333333,1,0,0.833333333333333,NA,0,NA,NA,NA,NA,NA,NA,2,3,1,1,3,0,2,0,0,0,0,0,0,-0.333333333333333
"P002736","religious",4,"Male","",22,14,63.6363636363636,0.75,0.625,1,0,0.833333333333333,0,1,0,-1,NA,NA,0,NA,4,4,3,1,3,1,1,1,1,0,0,1,0,0.125
"P002736","religious",5,"Male","",24,11,45.8333333333333,0,1,1,0,1,NA,0.5,NA,NA,NA,NA,NA,NA,2,1,1,2,1,0,2,0,0,0,0,0,0,-1
"P002737","religious",1,"Male","",28,18,64.2857142857143,1,0.814814814814815,1,NA,1,0.666666666666667,0.777777777777778,1,NA,NA,NA,NA,1,1,9,1,0,5,5,3,1,0,0,0,0,1,0.185185185185185
"P002737","religious",2,"Male","",24,12,50,0.5,0,0.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,4,2,0,2,2,0,0,0,0,0,0,0,0.5
"P002737","religious",3,"Female","",27,14,51.8518518518518,1,1,1,NA,1,1,1,0,NA,NA,NA,0,NA,1,2,1,0,2,1,2,1,0,0,0,1,0,0
"P002737","religious",4,"Male","",22,15,68.1818181818182,0.5,0.833333333333333,0.5,0.5,0.833333333333333,NA,-0.5,-0.5,NA,-1,NA,-0.5,NA,6,3,4,2,3,0,2,1,0,1,0,1,0,-0.333333333333333
"P002737","religious",5,"Male","",22,11,50,0.5,1,0.5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,4,2,0,4,1,0,0,0,0,0,0,0,-0.5
"P002738","religious",1,"Male","",27,17,62.962962962963,0.75,0.690476190476191,1,0.666666666666667,0.833333333333333,0.583333333333333,0.904761904761905,NA,NA,NA,NA,NA,NA,4,7,1,3,3,4,7,0,0,0,0,0,0,0.0595238095238094
"P002738","religious",2,"Female","",24,14,58.3333333333333,0,0.642857142857143,NA,0,0.833333333333333,0.6,0,NA,NA,NA,NA,NA,NA,1,7,0,1,3,5,2,0,0,0,0,0,0,-0.642857142857143
"P002738","religious",3,"Male","",21,14,66.6666666666667,0.8,0.916666666666667,1,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,5,6,3,2,4,2,2,0,0,0,0,0,0,-0.116666666666667
"P002738","religious",4,"Female","",22,15,68.1818181818182,0.75,0.833333333333333,0.857142857142857,0.5,0.833333333333333,NA,1,-0.5,NA,-1,NA,-0.5,NA,8,3,7,2,3,0,1,1,0,1,0,1,0,-0.0833333333333334
"P002738","religious",5,"Male","",23,14,60.8695652173913,0.333333333333333,0.25,0.5,0,0.833333333333333,-0.333333333333333,0,NA,NA,NA,NA,NA,NA,3,6,2,1,3,3,2,0,0,0,0,0,0,0.0833333333333333
"P002739","religious",1,"Female","",22,11,50,0.5,0.75,0.5,NA,1,0.666666666666667,1,1,NA,NA,NA,NA,1,2,4,2,0,1,3,2,1,0,0,0,0,1,-0.25
"P002739","religious",2,"Female","",20,12,60,0.2,-0.125,0.25,0.5,0.75,-1,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,2,2,0,0,0,0,0,0,0,0.325
"P002739","religious",3,"Male","",3,3,100,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
"P002740","religious",1,"Male","",16,7,43.75,0.333333333333333,-0.5,0,0.5,0.5,-1,-1,NA,NA,NA,NA,NA,NA,3,3,1,2,1,2,1,0,0,0,0,0,0,0.833333333333333
"P002740","religious",2,"Female","",21,12,57.1428571428571,0.75,1,0.666666666666667,1,1,1,1,1,NA,NA,NA,NA,1,4,3,3,1,2,1,1,1,0,0,0,0,1,-0.25
"P002740","religious",3,"Female","",22,12,54.5454545454545,0.5,0.87037037037037,1,0,0.875,0.866666666666667,0.777777777777778,NA,NA,NA,NA,NA,NA,2,9,1,1,4,5,3,0,0,0,0,0,0,-0.37037037037037
"P002740","religious",4,"Female","",20,12,60,0.666666666666667,0.583333333333333,1,0,0.833333333333333,0.333333333333333,1,1,NA,NA,NA,NA,1,3,6,2,1,3,3,1,1,0,0,0,0,1,0.0833333333333333
"P002740","religious",5,"Male","",18,8,44.4444444444444,0.333333333333333,-0.125,0,0.5,0.75,-1,-1,NA,NA,NA,NA,NA,NA,3,4,1,2,2,2,1,0,0,0,0,0,0,0.458333333333333
"P002741","religious",1,"Male","",19,12,63.1578947368421,0,1,0,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,1,0,1,1,4,0,0,0,0,0,0,-1
"P002741","religious",2,"Female","",20,12,60,1,0.4,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,5,1,0,2,3,1,0,0,0,0,0,0,0.6
"P002741","religious",3,"Female","",18,8,44.4444444444444,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,3,0,0,2,2,1,0,0,0,0,0,0,NA
"P002741","religious",4,"Male","",18,10,55.5555555555556,0.333333333333333,0.75,0,0.5,0.75,NA,0.5,NA,NA,NA,NA,NA,NA,3,2,1,2,2,0,2,0,0,0,0,0,0,-0.416666666666667
"P002741","religious",5,"Female","",15,8,53.3333333333333,0,0.5,0,0,0.75,0,1,NA,NA,NA,NA,NA,NA,2,3,1,1,2,1,1,0,0,0,0,0,0,-0.5
"P002742","religious",1,"Male","",31,13,41.9354838709677,0.666666666666667,0.833333333333333,1,0.5,0.875,0.777777777777778,0.777777777777778,NA,NA,NA,NA,NA,NA,3,7,1,2,4,3,3,0,0,0,0,0,0,-0.166666666666667
"P002742","religious",2,"Female","",21,9,42.8571428571429,NA,0,NA,NA,1,-1,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,1,3,0,0,0,0,0,0,0,NA
"P002742","religious",3,"Male","",22,13,59.0909090909091,0.666666666666667,1,0.6,1,1,NA,1,NA,-1,NA,NA,NA,NA,6,1,5,1,1,0,1,0,1,0,0,0,0,-0.333333333333333
"P002742","religious",4,"Male","",16,10,62.5,0.25,0.75,0.5,0,0.75,NA,NA,1,NA,1,NA,NA,1,4,2,2,2,2,0,0,1,0,1,0,0,1,-0.5
"P002742","religious",5,"Male","",20,7,35,0,0.75,0,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,0,0,0,0,0,0,0,-0.75
"P002743","religious",1,"Male","",28,16,57.1428571428571,0.5,0.928571428571429,NA,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,2,7,0,2,4,4,3,0,0,0,0,0,0,-0.428571428571429
"P002743","religious",2,"Female","",24,12,50,0.25,0.125,1,0,0.75,-0.5,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,2,2,0,0,0,0,0,0,0,0.125
"P002743","religious",3,"Female","",16,12,75,0.666666666666667,0.5,0.666666666666667,NA,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,3,0,1,1,0,0,0,0,0,0,0,0.166666666666667
"P002743","religious",4,"Female","",14,7,50,0.5,0.166666666666667,1,0,0.75,-1,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,1,0,0,0,0,0,0,0,0.333333333333333
"P002743","religious",5,"Male","",17,5,29.4117647058824,0,0.5,0,0,0.75,0,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,1,0,0,0,0,0,0,0,-0.5
"P002744","religious",1,"Male","",26,17,65.3846153846154,0.25,0.0833333333333333,0.333333333333333,0,0.833333333333333,-0.666666666666667,1,NA,-1,NA,NA,NA,NA,4,6,3,1,3,3,1,0,1,0,0,0,0,0.166666666666667
"P002744","religious",2,"Female","",24,11,45.8333333333333,0.5,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,3,0,0,0,0,0,0,-0.5
"P002744","religious",3,"Female","",28,13,46.4285714285714,0.666666666666667,0.9375,1,0,0.833333333333333,1,1,NA,0,NA,NA,NA,NA,3,8,2,1,3,5,2,0,2,0,0,0,0,-0.270833333333333
"P002744","religious",4,"Female","",22,13,59.0909090909091,0.75,0.916666666666667,1,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,4,6,2,2,3,3,3,0,0,0,0,0,0,-0.166666666666667
"P002744","religious",5,"Male","",20,9,45,0,0.0833333333333333,NA,0,0.75,-0.25,1,NA,NA,NA,NA,NA,NA,1,6,0,1,2,4,1,0,0,0,0,0,0,-0.0833333333333333
"P002745","religious",1,"Male","",22,14,63.6363636363636,0,0.928571428571429,0.5,-0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,4,7,2,2,4,4,1,0,0,0,0,0,0,-0.928571428571429
"P002745","religious",2,"Female","",27,12,44.4444444444444,0,0.2,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,4,0,0,0,0,0,0,0,-0.2
"P002745","religious",3,"Male","",20,10,50,-0.333333333333333,0.625,-0.5,0,0.833333333333333,0,0.5,NA,NA,NA,NA,NA,NA,3,4,2,1,3,1,1,0,0,0,0,0,0,-0.958333333333333
"P002745","religious",4,"Female","",13,8,61.5384615384615,0.333333333333333,0.833333333333333,0,0.5,0.75,-1,0.5,NA,NA,NA,NA,NA,NA,3,3,1,2,2,1,1,0,0,0,0,0,0,-0.5
"P002745","religious",5,"Male","",17,8,47.0588235294118,0.5,0.875,1,0,0.875,NA,0.75,NA,NA,NA,NA,NA,NA,2,4,1,1,4,0,2,0,0,0,0,0,0,-0.375
"P002746","secular",1,"Male","",21,10,47.6190476190476,1,-0.25,NA,1,NA,-0.25,1,NA,NA,NA,NA,NA,NA,1,4,0,1,0,4,1,0,0,0,0,0,0,1.25
"P002746","secular",2,"Female","",28,15,53.5714285714286,0.666666666666667,0.55,1,0,0.833333333333333,0.428571428571429,1,NA,NA,NA,NA,NA,NA,3,10,2,1,3,7,1,0,0,0,0,0,0,0.116666666666667
"P002746","secular",3,"Male","",24,14,58.3333333333333,0.666666666666667,0.357142857142857,1,0.5,0.833333333333333,0.2,1,1,NA,NA,NA,1,NA,3,7,1,2,3,5,1,1,0,0,0,1,0,0.309523809523809
"P002746","secular",4,"Female","",27,15,55.5555555555556,0.666666666666667,0.55,1,0,0.833333333333333,0.428571428571429,1,NA,NA,NA,NA,NA,NA,3,10,2,1,3,7,1,0,0,0,0,0,0,0.116666666666667
"P002746","secular",5,"Male","",23,14,60.8695652173913,0.666666666666667,0.357142857142857,1,0.5,0.833333333333333,0.2,1,1,NA,NA,NA,1,NA,3,7,1,2,3,5,1,1,0,0,0,1,0,0.309523809523809
"P002747","secular",1,"Male","",26,13,50,0.75,0.25,1,0,0.75,-0.5,NA,NA,NA,NA,NA,NA,NA,4,6,3,1,2,4,0,0,0,0,0,0,0,0.5
"P002747","secular",2,"Male","",23,11,47.8260869565217,-0.125,0.7,0,-0.25,0.833333333333333,0.5,0,NA,NA,NA,NA,NA,NA,4,5,2,2,3,2,1,0,0,0,0,0,0,-0.825
"P002747","secular",3,"Male","",25,12,48,0.666666666666667,0.928571428571429,1,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,3,7,1,2,3,4,2,0,0,0,0,0,0,-0.261904761904762
"P002747","secular",4,"Female","",32,16,50,-0.25,0.25,-0.333333333333333,0,0.875,-1,NA,-0.166666666666667,NA,-1,NA,-0.25,NA,4,6,3,1,4,2,0,3,0,1,0,2,0,-0.5
"P002747","secular",5,"Male","",31,17,54.8387096774194,0.375,0.642857142857143,1,0.166666666666667,0.875,-0.333333333333333,0,NA,NA,NA,NA,NA,NA,4,7,1,3,4,3,1,0,0,0,0,0,0,-0.267857142857143
"P002751","secular",1,"Male","",26,14,53.8461538461538,0.6,0.479166666666667,0.666666666666667,0.5,0.833333333333333,0.266666666666667,0.833333333333333,NA,NA,NA,NA,NA,NA,5,8,3,2,3,5,4,0,0,0,0,0,0,0.120833333333333
"P002751","secular",2,"Male","",25,9,36,-1,0.5,-1,NA,1,0.333333333333333,NA,1,NA,NA,NA,NA,1,1,4,1,0,1,3,0,1,0,0,0,0,1,-1.5
"P002751","secular",3,"Female","",9,5,55.5555555555556,0,1,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,0,1,0,0,1,0,0,0,0,1,-1
"P002752","secular",1,"Female","",25,14,56,0.5,-0.125,0.666666666666667,0,0.5,-0.333333333333333,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,3,0,0,0,0,0,0,0,0.625
"P002752","secular",2,"Female","",28,15,53.5714285714286,0.75,0.7,0.833333333333333,0.666666666666667,0.833333333333333,0.5,NA,-0.5,NA,-1,NA,-0.5,NA,8,5,6,3,3,2,0,1,0,2,0,1,0,0.05
"P002752","secular",3,"Male","",20,11,55,0,0.166666666666667,0,0,0.5,0,1,0,NA,NA,NA,0,NA,4,3,1,3,1,2,2,1,0,0,0,1,0,-0.166666666666667
"P002758","secular",1,"Male","",40,28,70,0.25,0.541666666666667,0.25,0.25,0.9,0,1,1,-1,NA,NA,1,NA,8,12,4,4,5,7,4,1,1,0,0,1,0,-0.291666666666667
"P002759","religious",1,"Male","",34,15,44.1176470588235,1,0.875,1,1,1,0.75,1,NA,NA,NA,NA,NA,NA,3,8,2,1,4,4,1,0,0,0,0,0,0,0.125
"P002759","religious",2,"Male","",31,13,41.9354838709677,0.5,0.666666666666667,0.5,NA,1,0,1,NA,NA,NA,NA,NA,NA,2,6,2,0,5,2,2,0,0,0,0,0,0,-0.166666666666667
"P002760","secular",1,"Female","",26,13,50,0.666666666666667,0.611111111111111,1,0,0.833333333333333,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,3,9,2,1,3,7,0,0,0,0,0,0,0,0.0555555555555555
"P002761","secular",1,"Male","",30,15,50,0.666666666666667,0.928571428571429,1,0.5,0.875,1,1,1,NA,NA,NA,NA,1,3,7,1,2,4,3,4,1,0,0,0,0,1,-0.261904761904762
"P002762","secular",1,"Male","",35,18,51.4285714285714,0.5,0.854166666666667,0,0.666666666666667,0.875,0.866666666666667,0.904761904761905,0,NA,0,NA,0,NA,4,8,1,3,4,5,7,1,0,1,0,1,0,-0.354166666666667
"P002762","secular",2,"Female","",25,11,44,0.5,0,0.5,NA,1,-0.333333333333333,1,1,NA,NA,NA,NA,1,2,4,2,0,1,3,1,2,0,0,0,0,2,0.5
"P002762","secular",3,"Female","",26,13,50,0.25,0.375,0.333333333333333,0,0.833333333333333,-1,0.333333333333333,NA,NA,NA,NA,NA,NA,4,4,3,1,3,1,3,0,0,0,0,0,0,-0.125
"P002762","secular",4,"Male","",20,11,55,-0.333333333333333,-0.3,-0.5,0,0.75,-1,NA,NA,NA,NA,NA,NA,NA,3,5,2,1,2,3,0,0,0,0,0,0,0,-0.0333333333333333
"P002762","secular",5,"Male","",24,11,45.8333333333333,-0.333333333333333,-0.3,-0.5,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,3,5,2,1,2,3,1,0,0,0,0,0,0,-0.0333333333333333
"P002763","secular",1,"Female","",31,18,58.0645161290323,0.5,0.916666666666667,0.5,NA,1,0.833333333333333,0.833333333333333,0,NA,0,NA,0,NA,4,8,4,0,4,4,4,1,0,1,0,1,0,-0.416666666666667
"P002763","secular",2,"Male","left",24,14,58.3333333333333,0.857142857142857,0.25,1,0.666666666666667,0.833333333333333,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,7,6,4,3,3,3,2,0,0,0,0,0,0,0.607142857142857
"P002763","secular",3,"Male","right",25,14,56,0.6,0.9,0.666666666666667,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,5,5,3,2,4,2,2,0,0,0,0,0,0,-0.3
"P002763","secular",5,"Female","background",21,11,52.3809523809524,0.5,0.166666666666667,0.666666666666667,0,0.833333333333333,-1,1,NA,NA,NA,NA,NA,NA,4,3,3,1,3,1,2,0,0,0,0,0,0,0.333333333333333
"P002768","secular",1,"Female","",55,16,29.0909090909091,0.25,0.375,0.333333333333333,0,0.833333333333333,-1,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,3,1,0,0,0,0,0,0,0,-0.125
"P002770","religious",1,"Male","",35,20,57.1428571428571,0,0.6875,1,-0.5,0.875,0,0.9,NA,NA,NA,NA,NA,NA,3,8,1,2,4,4,5,0,0,0,0,0,0,-0.6875
"P002772","secular",1,"Male","",27,12,44.4444444444444,NA,0.142857142857143,NA,NA,-1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,1,6,0,0,0,0,0,0,0,NA
